Strain,dnaK_similarity,dnaK_coded,recA_similarity,recA_coded,ITS_similarity,ITS_coded,glnII_similarity,glnII_coded,nifD_similarity,nifD_coded,nodA_similarity,nodA_coded,nodL_similarity,nodL_coded,nodZ_similarity,nodZ_coded,Source,Site,Latitude,Longitude,Host,Rhizobial_lineage,ANI_species
11LoS19_3,19AcHe316.1.1,K1,11LoS21_1,R29,11LoS24_1,I1,11LoS6_3,G1,23,D16,12LoS18_1,A9,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS19_10,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS19_10,I9,11LoS6_3,G1,12LoS15_2,D12,19AcGLB10.1.1,A1,11LoS19_10,L41,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS20_3,19AcHe316.1.1,K1,11LoS20_3,R30,11LoS24_1,I1,11LoS6_3,G1,11LoS20_3,D18,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS20_5,19AcHe316.1.1,K1,11LoS20_5,R31,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,11LoS20_5,A65,05LoS22_6,L4,11LoS6_3,Z3,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS20_10,19AcHe316.1.1,K1,11LoS20_10,R32,11LoS24_1,I1,11LoS6_3,G1,19AcARN282.3.1,D9,11LoS20_10,A66,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
11LoS20_12,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,23,D16,12LoS18_1,A9,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,San Dimas Canyon,34.134217,-117.780017,A. strigosus,Bradyrhizobium,
12LoS19_4,19AcHe316.1.1,K1,11LoS21_1,R29,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,12LoS19_4,A67,12LoS19_4,L42,11LoS7_2,Z1,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70841,A. strigosus,Bradyrhizobium,
12LoS19_5,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,12LoS15_2,D12,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70841,A. strigosus,Bradyrhizobium,
05LoS1_2,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,05LoS1_2,D57,12LoS18_1,A9,05LoS1_2,L43,05LoS1_2,Z25,Hollowell,Bodega Marine Reserve,38.3193,-123.063733,A. strigosus,Bradyrhizobium,
05LoS1_3,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS21_4,A68,05LoS16_19,L17,11LoS6_3,Z3,Hollowell,Bodega Marine Reserve,38.3193,-123.063733,A. strigosus,Bradyrhizobium,
05LoS1_6,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS1_7,A69,05LoS16_19,L17,11LoS6_3,Z3,Hollowell,Bodega Marine Reserve,38.3193,-123.063733,A. strigosus,Bradyrhizobium,
05LoS2_3,19AcHe316.1.1,K1,05LoS2_3,R14,11LoS24_1,I1,11LoS6_3,G1,19AcARN282.3.1,D9,19AcS311.1.1,A50,19AcS313A.2.1,L15,11LoS18_1,Z11,Hollowell,Bodega Marine Reserve,38.3193,-123.063733,A. strigosus,Bradyrhizobium,
05LoS4_2,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS34_4,I5,11LoS6_3,G1,11LoS34_5,D8,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,Bodega Marine Reserve,38.3193,-123.063733,A. strigosus,Bradyrhizobium,
05LoS4_3,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS34_4,I5,11LoS6_3,G1,11LoS34_5,D8,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,Bodega Marine Reserve,38.3193,-123.063733,A. strigosus,Bradyrhizobium,
05LoS7_3,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,05LoS7_3,I6,11LoS6_3,G1,23,D16,05LoS16_9,A14,05LoS16_8,L1,19AcS142.2.1,Z6,Hollowell,Bodega Marine Reserve,38.3193,-123.063667,A. strigosus,Bradyrhizobium,
05LoS7_4,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,05LoS7_3,I6,11LoS6_3,G1,23,D16,05LoS16_9,A14,05LoS16_8,L1,05LoS20_4,Z26,Hollowell,Bodega Marine Reserve,38.3193,-123.063667,A. strigosus,Bradyrhizobium,
05LoS21_1,19AcHe316.1.1,K1,05LoS16_2,R23,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS21_1,A28,05LoS16_12,L7,11LoS6_3,Z3,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS21_2,19AcHe316.1.1,K1,05LoS16_2,R23,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS21_1,A28,05LoS16_19,L17,11LoS6_3,Z3,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS21_4,19AcHe316.1.1,K1,05LoS21_4,R33,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS21_4,A68,05LoS16_19,L17,11LoS6_3,Z3,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS22_1,19AcHe316.1.1,K1,05LoS22_1,R34,05LoS22_1,I18,11LoS6_3,G1,11LoS34_5,D8,05LoS21_1,A28,05LoS22_1,L44,19AcS142.2.1,Z6,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS22_2,19AcHe316.1.1,K1,05LoS22_2,R35,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS21_1,A28,05LoS16_19,L17,11LoS6_3,Z3,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS22_5,19AcHe316.1.1,K1,05LoS22_5,R36,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS16_19,L17,19AcS142.2.1,Z6,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS22_6,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS22_8,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,05LoS22_8,G5,11LoS34_5,D8,05LoS21_1,A28,05LoS16_19,L17,11LoS6_3,Z3,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS22_9,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,05LoS22_8,G5,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS22_11,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS21_4,A68,05LoS20_8,L8,11LoS6_3,Z3,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS22_12,19AcHe316.1.1,K1,05LoS22_12,R21,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,05LoS22_12,Z27,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS23_2,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS6_3,Z3,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS23_3,19AcHe316.1.1,K1,05LoS22_1,R34,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS17_9,Z24,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS23_5,19AcHe316.1.1,K1,05LoS23_5,R37,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS23_8,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS23_9,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS23_12,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,05LoS23_10,A19,05LoS22_6,L4,11LoS7_2,Z1,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
05LoS24_5,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,19AcS398Asp.1.1,A2,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,Bodega Marine Reserve,38.319444,-123.062222,A. strigosus,Bradyrhizobium,
09LoS35_2,19AcHe316.1.1,K1,11LoS22_2,R38,11LoS24_1,I1,11LoS6_3,G1,09LoS35_2,D32,19AcS307.1.1,A23,09LoS35_2,L45,09LoS35_2,Z13,Hollowell,UC Riverside Hills,33.965933,-117.323,A. strigosus,Bradyrhizobium,
09LoS35_3,19AcHe316.1.1,K1,09LoS35_3,R17,11LoS24_1,I1,11LoS6_3,G1,09LoS35_2,D32,19AcS307.1.1,A23,19AcARN268.1.1,L3,09LoS35_2,Z13,Hollowell,UC Riverside Hills,33.965933,-117.323,A. strigosus,Bradyrhizobium,
09LoS35_4,19AcHe316.1.1,K1,05LoS25_7,R26,09LoS35_4,I19,11LoS6_3,G1,09LoS35_2,D32,09LoS35_4,A70,19AcARN268.1.1,L3,09LoS35_2,Z13,Hollowell,UC Riverside Hills,33.965933,-117.323,A. strigosus,Bradyrhizobium,
09LoS35_5,19AcHe316.1.1,K1,09LoS35_3,R17,11LoS24_1,I1,11LoS6_3,G1,12LoS15_2,D12,09LoS35_5,A71,CW11,L20,09LoS35_5,Z28,Hollowell,UC Riverside Hills,33.965933,-117.323,A. strigosus,Bradyrhizobium,
09LoS35_6,19AcHe316.1.1,K1,09LoS35_6,R39,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,09LoS35_6,A72,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,UC Riverside Hills,33.965933,-117.323,A. strigosus,Bradyrhizobium,
09LoS36_2,19AcHe316.1.1,K1,05LoS13_4,R2,09LoS36_2,I20,11LoS6_3,G1,09LoS36_2,D21,19AcGLB10.1.1,A1,05LoS16_8,L1,09LoS35_5,Z28,Hollowell,UC Riverside Hills,33.965933,-117.323,A. strigosus,Bradyrhizobium,
09LoS37_1,19AcHe316.1.1,K1,09LoS37_1,R40,11LoS19_10,I9,11LoS6_3,G1,11LoS34_5,D8,19AcD280.1.1,A37,CW11,L20,11LoS7_2,Z1,Hollowell,UC Riverside Hills,33.96585,-117.32295,A. strigosus,Bradyrhizobium,
09LoS37_2,19AcHe316.1.1,K1,05LoS2_3,R14,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,09LoS37_2,A73,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,UC Riverside Hills,33.96585,-117.32295,A. strigosus,Bradyrhizobium,
19AcPa151A.1.1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,19AcPa178.2.1,D6,19AcPa285.2.1,A4,19AcAm188A.1.1,L6,19AcPa151A.1.1,Z5,Genomes,Hastings Reserve,36.37880799,-121.563181,A. parviflorus,Bradyrhizobium,24
19AcPa285.1.1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,19AcPa285.1.1,I21,11LoS6_3,G1,19AcPa285.1.1,D58,19AcPa285.1.1,A74,19AcAm188A.1.1,L6,19AcPa151A.1.1,Z5,Genomes,Santa Cruz Island,33.99681,-119.72772,A. parviflorus,Bradyrhizobium,24
19AcPa144.2.1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,19AcPa284.3.1,D19,19AcPa144.2.1,A75,19AcPa144.2.1,L46,19AcPa284.3.1,Z10,Genomes,Hastings Reserve,36.37865704,-121.563095,A. parviflorus,Bradyrhizobium,24
19AcS295.2.1,19AcHe316.1.1,K1,19AcS295.2.1,R41,11LoS24_1,I1,11LoS6_3,G1,19AcARN282.3.1,D9,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Genomes,Santa Cruz Island,33.99984,-119.71508,A. strigosus,Bradyrhizobium,24
19AcAM290.2.1,19AcHe316.1.1,K1,05LoS13_4,R2,19AcAM290.2.1,I8,11LoS6_3,G1,19AcPa284.3.1,D19,19AcAM290.1.1,A12,19AcAM290.2.1,L16,19AcAm43.3.1,Z7,Genomes,Santa Cruz Island,33.99768,-119.72744,A. americanus,Bradyrhizobium,24
19AcS136.2.1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS20_3,D18,12LoS18_1,A9,05LoS16_8,L1,19AcS136.2.1,Z29,Genomes,Hastings Reserve,36.38949702,-121.551226,A. strigosus,Bradyrhizobium,24
19AcAm129.2.1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcAm43.3.1,D15,19AcPa144.1.1,A54,19AcAm129.2.1,L33,19AcPa284.3.1,Z10,Genomes,Hastings Reserve,36.38790001,-121.550286,A. americanus,Bradyrhizobium,24
19AcAm211.3.1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcAm42.7.1,D13,19AcAm40.6.1,A11,19AcAm211.5.1,L29,19AcAm43.3.1,Z7,Genomes,Sedgwick,34.68861398,-120.045202,A. americanus,Bradyrhizobium,24
09LoS35_1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,09LoS35_2,D32,19AcS307.1.1,A23,19AcARN268.1.1,L3,09LoS35_2,Z13,Hollowell,UC Riverside Hills,33.965933,-117.323,A. strigosus,Bradyrhizobium,
19AcS179.2.1,19AcHe316.1.1,K1,05LoS7_9,R3,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,12LoS18_1,A9,05LoS16_8,L1,19AcS182.1.1,Z18,Genomes,Big Creek Reserve,36.06599797,-121.561287,A. strigosus,Bradyrhizobium,24
19AcS398Asp.2.1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcARN282.3.1,D9,19AcS398Asp.2.1,A76,05LoS16_7,L11,11LoS6_3,Z3,Genomes,Sedgwick,34.7394333,-120.0268833,A. strigosus,Bradyrhizobium,24
19AcAm209.2.1,19AcHe316.1.1,K1,05LoS13_4,R2,11LoS24_1,I1,11LoS6_3,G1,19AcPa178.2.1,D6,19AcAm211.5.1,A51,19AcAm211.5.1,L29,19AcAm43.3.1,Z7,Genomes,Sedgwick,34.68877198,-120.045298,A. americanus,Bradyrhizobium,24
19AcS142.3.1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS34_5,D8,19AcS307.1.1,A23,19AcS5.1.1,L5,11LoS6_3,Z3,Genomes,Hastings Reserve,36.38950003,-121.551218,A. strigosus,Bradyrhizobium,24
19AcPa284.1.2,19AcHe316.1.1,K1,05LoS13_4,R2,11LoS23_10,I3,11LoS6_3,G1,19AcPa284.1.2,D59,19AcPa284.1.2,A77,19AcAm188A.1.1,L6,19AcPa151A.1.1,Z5,Genomes,Santa Cruz Island,33.9968,-119.72772,A. parviflorus,Bradyrhizobium,24
19AcGLB103.2.1,19AcHe316.1.1,K1,05LoS3_3,R4,11LoS24_1,I1,11LoS6_3,G1,19AcGLB103.2.1,D10,19AcGLB103.2.1,A78,19AcGLB103.2.1,L47,11LoS6_3,Z3,Genomes,Hastings Reserve,36.35853,-121.5516,A. glaber,Bradyrhizobium,24
19AcPa285.2.1,19AcHe316.1.1,K1,05LoS13_4,R2,19AcPa283.1.1,I10,11LoS6_3,G1,19AcPa285.2.1,D52,19AcPa285.2.1,A4,19AcPa285.2.1,L37,19AcPa285.2.1,Z21,Genomes,Santa Cruz Island,33.99681,-119.72772,A. parviflorus,Bradyrhizobium,24
11LoS14_2,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,11LoS28_4,D23,19AcARN282.3.1,A21,05LoS16_8,L1,11LoS6_3,Z3,Hollowell,Robert J. Bernard Biological Field Station,34.11055,-117.708983,A. strigosus,Bradyrhizobium,
19AcAm205.1.1,19AcHe316.1.1,K1,05LoS13_4,R2,11LoS24_1,I1,11LoS6_3,G1,19AcPa178.2.1,D6,19AcAm211.5.1,A51,19AcAm211.5.1,L29,19AcAm43.3.1,Z7,Genomes,Sedgwick,34.69808897,-120.050645,A. americanus,Bradyrhizobium,24
19AcS398sp.3.1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS5_2,D4,19AcS398sp.3.1,A49,19AcS398sp.3.1,L27,11LoS7_2,Z1,Genomes,Sedgwick,34.7394333,-120.0268833,A. strigosus,Bradyrhizobium,24
19AcAm209.1.1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcAm42.7.1,D13,19AcAM290.1.1,A12,19AcAm39.7.1,L48,19AcAm209.1.1,Z30,Genomes,Sedgwick,34.68877198,-120.045298,A. americanus,Bradyrhizobium,24
CW10,19AcHe316.1.1,K1,05LoS13_4,R2,11LoS23_10,I3,11LoS6_3,G1,12LoS15_2,D12,19AcGLB10.1.1,A1,05LoS16_8,L1,11LoS7_2,Z1,Genomes,Robert J. Bernard Biological Field Station,34.11055,-117.708983,A. strigosus,Bradyrhizobium,24
19AcAm41.3.1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcAm43.3.1,D15,19AcAM290.1.1,A12,19AcAm129.3.1,L10,19AcAm43.3.1,Z7,Genomes,McLaughlin Reserve,38.859937,-122.408997,A. americanus,Bradyrhizobium,24
12LoS5_1,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,12LoS5_1,I4,11LoS6_3,G1,12LoS5_1,D60,12LoS18_1,A9,12LoS5_1,L49,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.13436,-117.77886,A. strigosus,Bradyrhizobium,
12LoS5_4,19AcHe316.1.1,K1,11LoS34_2,R10,11LoS34_4,I5,12LoS5_4,G6,11LoS34_5,D8,12LoS18_1,A9,12LoS5_4,L50,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.13436,-117.77886,A. strigosus,Bradyrhizobium,
12LoS8_2,19AcHe316.1.1,K1,11LoS34_2,R10,11LoS34_4,I5,11LoS6_3,G1,12LoS8_2,D51,12LoS18_1,A9,05LoS16_12,L7,11LoS7_2,Z1,Hollowell,San Dimas Canyon,34.13436,-117.77886,A. strigosus,Bradyrhizobium,
12LoS9_1,19AcHe316.1.1,K1,05LoS22_13,R9,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,11LoS13_3,A46,05LoS16_8,L1,12LoS9_1,Z31,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70906,A. strigosus,Bradyrhizobium,
12LoS11_1,19AcHe316.1.1,K1,12LoS11_1,R42,11LoS23_10,I3,11LoS6_3,G1,12LoS5_1,D60,12LoS18_1,A9,05LoS16_8,L1,12LoS11_1,Z32,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70906,A. strigosus,Bradyrhizobium,
12LoS12_1,19AcHe316.1.1,K1,12LoS12_1,R43,11LoS23_10,I3,11LoS6_3,G1,12LoS5_1,D60,12LoS18_1,A9,05LoS16_8,L1,12LoS11_1,Z32,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70906,A. strigosus,Bradyrhizobium,
12LoS13_1,19AcHe316.1.1,K1,11LoS24_1,R6,12LoS13_1,I22,11LoS6_3,G1,12LoS13_1,D36,19AcGLB10.1.1,A1,12LoS13_1,L51,11LoS7_2,Z1,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70906,A. strigosus,Bradyrhizobium,
12LoS13_2,19AcHe316.1.1,K1,11LoS24_1,R6,11LoS24_1,I1,11LoS6_3,G1,12LoS13_2,D61,19AcGLB10.1.1,A1,12LoS13_1,L51,11LoS7_2,Z1,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70906,A. strigosus,Bradyrhizobium,
12LoS14_1,19AcHe316.1.1,K1,12LoS14_1,R44,11LoS24_1,I1,11LoS6_3,G1,12LoS5_2,D4,12LoS10_1,A79,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70906,A. strigosus,Bradyrhizobium,
12LoS15_1,19AcHe316.1.1,K1,12LoS15_1,R45,12LoS15_1,I23,11LoS6_3,G1,12LoS5_2,D4,19AcGLB10.1.1,A1,05LoS16_8,L1,19AcS136.2.1,Z29,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70906,A. strigosus,Bradyrhizobium,
12LoS15_3,19AcHe316.1.1,K1,12LoS15_3,R46,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,11LoS13_3,A46,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70906,A. strigosus,Bradyrhizobium,
12LoS15_4,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,12LoS9_1,D20,11LoS13_3,A46,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70906,A. strigosus,Bradyrhizobium,
12LoS18_1,19AcHe316.1.1,K1,11LoS34_2,R10,11LoS23_10,I3,11LoS6_3,G1,23,D16,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70841,A. strigosus,Bradyrhizobium,
12LoS19_3,19AcHe316.1.1,K1,19AcS397Asp.3.1,R1,11LoS24_1,I1,11LoS6_3,G1,19AcS5.2.1,D3,12LoS18_1,A9,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,Robert J. Bernard Biological Field Station,34.11056,-117.70841,A. strigosus,Bradyrhizobium,
09LoS43_2,09LoS43_2,K2,19AcS397Asp.3.1,R1,11LoS23_10,I3,11LoS6_3,G1,12LoS15_2,D12,09LoS43_2,A80,05LoS16_8,L1,11LoS7_2,Z1,Hollowell,Motte Rimrock Reserve,33.805167,-117.257533,A. strigosus,Bradyrhizobium,
19AcPa147.2.2,09LoS43_2,K2,05LoS16_2,R23,19AcPa174.2.1,I24,19AcPa147.2.2,G7,19AcPa147.2.2,D62,19AcPa147.2.2,A81,19AcAm129.2.1,L33,19AcPa147.2.2,Z33,Genomes,Hastings Reserve,36.37865704,-121.563095,A. parviflorus,Bradyrhizobium,21
19AcPa174.2.1,09LoS43_2,K2,05LoS16_2,R23,19AcPa174.2.1,I24,19AcPa174.2.1,G8,19AcPa174.3.1,D63,19AcPa174.3.1,A82,19AcPa174.3.1,L52,19AcPa174.3.1,Z34,Genomes,Big Creek Reserve,36.06608396,-121.560984,A. parviflorus,Bradyrhizobium,21
19AcPa174.3.1,09LoS43_2,K2,05LoS16_2,R23,19AcPa174.2.1,I24,19AcPa174.2.1,G8,19AcPa174.3.1,D63,19AcPa174.3.1,A82,19AcPa174.3.1,L52,19AcPa174.3.1,Z34,Genomes,Big Creek Reserve,36.06608396,-121.560984,A. parviflorus,Bradyrhizobium,21
05LoM26.3,09LoS43_2,K2,05LoM26.3,R47,05LoM26.3,I25,05LoM26.3,G9,19AcPa178.2.1,D6,19AcPa146.2.1,A27,19AcAm188A.1.1,L6,19AcPa151A.1.1,Z5,Genomes,Bodega Marine Reserve,38.3193,-123.063733,A. parviflorus,Bradyrhizobium,21
19AcAm206.1.1,09LoS43_2,K2,05LoS16_2,R23,19AcAm206.1.1,I26,19AcAm206.1.1,G10,19AcAm42.7.1,D13,19AcAm40.6.1,A11,19AcAm211.5.1,L29,19AcAm43.3.1,Z7,Genomes,Sedgwick,34.68866201,-120.045171,A. americanus,Bradyrhizobium,21
19AcPa146.3.1,09LoS43_2,K2,05LoS16_2,R23,19AcPa174.2.1,I24,19AcPa147.2.2,G7,19AcS179.1.1,D14,19AcPa285.2.1,A4,19AcS179.1.1,L36,19AcPa151A.1.1,Z5,Genomes,Hastings Reserve,36.37865704,-121.563095,A. parviflorus,Bradyrhizobium,21
19AcAm40.1.1,09LoS43_2,K2,05LoS16_2,R23,19AcPa174.2.1,I24,19AcAm40.1.1,G11,19AcAm40.1.1,D64,19AcAm40.6.1,A11,19AcAm39.7.1,L48,19AcPa151A.1.1,Z5,Genomes,McLaughlin Reserve,38.859937,-122.408996,A. americanus,Bradyrhizobium,21
19AcPa144.1.1,09LoS43_2,K2,05LoS16_2,R23,19AcPa174.2.1,I24,19AcPa144.1.1,G12,19AcPa178.2.1,D6,19AcPa144.1.1,A54,19AcPa285.2.1,L37,19AcPa284.3.1,Z10,Genomes,Hastings Reserve,36.37865704,-121.563095,A. parviflorus,Bradyrhizobium,21
11LoS22_4,11LoS22_4,K3,05LoS20_2,R5,11LoS22_4,I27,13LoS100_1,G13,12LoS1_4,D65,11LoS22_4,A83,12LoS20_5,L53,11LoS19_4,Z35,Hollowell,San Dimas Canyon,34.1344,-117.778867,A. strigosus,Bradyrhizobium,
12LoS1_1,11LoS22_4,K3,11LoS28_7,R8,12LoS1_1,I28,11LoS19_4,G14,12LoS1_1,D66,12LoS1_1,A84,12LoS1_1,L54,12LoS1_1,Z36,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
12LoS1_2,11LoS22_4,K3,12LoS1_2,R48,12LoS1_1,I28,12LoS1_2,G15,12LoS1_2,D67,12LoS1_2,A85,12LoS1_2,L55,12LoS1_2,Z37,Hollowell,San Dimas Canyon,34.13436,-117.78,A. strigosus,Bradyrhizobium,
